pl_name,default_flag,pl_masse,ra,dec,glon,glat,st_teff,sy_dist,sy_disterr1,sy_disterr2
BD-08 2823 c,1,,150.1971964,-9.5165689,248.49513,34.75486,4746.0,41.3342,0.0685,-0.0682
HR 8799 c,1,3000.0,346.8701486,21.1340376,92.7646,-35.57552,,41.2441,0.1515,-0.1505
WASP-62 b,1,165.2716,87.1398205,-63.9883286,273.41568,-31.03364,6230.0,175.631,0.59,-0.586
HD 110014 b,1,,189.8111935,-7.9956702,297.69653,54.75208,4445.0,100.758,1.97315,-1.97315
HIP 5158 b,1,,16.5094891,-22.4536134,159.04576,-84.27097,4962.0,51.6026,0.1043,-0.1039
HD 132563 b,1,,224.5892892,44.0428571,74.89413,59.44282,6289.0,105.155,0.282,-0.282
CHXR 73 b,1,3994.486,166.6193985,-77.6258725,297.2776,-15.92181,,190.374,6.647,-6.22
alf Ari b,1,,31.793286,23.462421,144.57834,-36.20556,4553.0,20.21019,0.404367,-0.404367
Kepler-400 b,1,,290.9444679,40.4800528,72.6919,11.58428,5886.0,845.97,,
Kepler-221 b,1,,296.6547477,46.8352242,80.37293,10.80167,5243.0,385.231,2.8335,-2.8335
Kepler-367 c,1,,297.292558,49.9817499,83.40326,11.92128,4710.0,188.027,0.86,-0.854
Kepler-393 c,1,,290.995205,45.192188,77.06756,13.57678,6189.0,881.404,14.022,-13.598
Kepler-304 c,1,,294.4418031,40.5575408,73.9863,9.2491,4731.0,434.684,5.295,-5.171
Kepler-360 b,1,,286.2847077,44.7815817,75.2999,16.46655,6053.0,876.044,15.581,-15.054
Kepler-243 c,1,,285.1104819,42.0339619,72.31271,16.2214,5228.0,693.86,9.796,-9.532
Kepler-261 c,1,,291.3647333,37.609239,70.2185,10.02041,5098.0,317.499,1.756,-1.737
Kepler-327 d,1,,292.6422963,44.0876251,76.56618,12.0424,3799.0,241.987,1.469,-1.469
Kepler-136 b,1,,296.4673039,42.5987984,76.53433,8.8879,6165.0,420.818,4.389,-4.3
Kepler-157 c,1,,291.0972257,38.8756049,71.27591,10.77283,5774.0,773.713,10.485,-10.485
Kepler-239 b,1,,294.2020505,40.6633313,73.99484,9.45945,4914.0,648.109,13.332,-13.332
Kepler-200 b,1,,284.4099503,41.2374928,71.33871,16.40754,5678.0,665.912,7.1445,-7.1445
Kepler-243 b,1,,285.1104819,42.0339619,72.31271,16.2214,5228.0,693.86,9.796,-9.532
Kepler-172 c,1,,283.3684093,41.821839,71.60688,17.34751,5526.0,828.592,18.482,-17.707
Kepler-278 c,1,,290.1072124,38.7022694,70.77221,11.39023,4991.0,443.03,6.2675,-6.2675
Kepler-339 d,1,,293.351701,48.4445922,80.80071,13.51572,5631.0,616.637,9.3395,-9.3395
Kepler-399 b,1,,299.5017242,40.6707669,75.99132,5.96067,5502.0,740.537,,
HD 219415 b,1,,348.7243579,56.7303001,109.94232,-3.6869,4820.0,165.184,0.895,-0.895
HD 207832 c,1,,328.1517893,-26.0271749,24.00289,-50.21556,5710.0,58.9291,0.156,-0.1552
WASP-176 b,1,271.74465,313.6872928,9.1790688,56.66204,-22.17916,5941.0,568.42,11.93,-11.458
WASP-78 b,1,352.7913,63.7562662,-22.1163901,218.3854,-43.7651,6100.0,754.258,17.102,-16.373
HAT-P-25 b,1,180.84527,48.4354731,25.1973548,159.31431,-27.44257,5519.0,300.384,4.3,-4.182
K2-148 b,1,,14.5176494,-0.193258,126.58855,-63.0179,4079.0,124.458,0.626,-0.619
WASP-82 b,1,371.8611,72.6605916,1.8938365,196.26285,-25.61699,6480.0,275.664,3.122,-3.055
TOI-3785 b,1,14.95,130.9002258,63.0780768,152.77829,36.58395,3576.0,79.7634,0.2243,-0.223
TOI-2084 b,1,,259.2545389,72.7470231,104.07604,32.76296,3551.0,114.549,0.342,-0.339
TOI-3984 A b,1,44.0,226.3371468,36.7869747,60.26767,60.17839,3476.0,108.883,0.433,-0.428
TOI-5293 A b,1,170.4,355.828682,-2.0450945,87.00512,-60.07625,3586.0,162.229,1.316,-1.295
TOI-622 b,1,96.30201,125.3050544,-46.4842959,263.18581,-5.54922,6400.0,123.297,0.471,-0.467
TOI-2641 b,1,122.68177,171.1303716,-42.7321394,286.38094,17.329,6100.0,344.045,3.342,-3.279
K2-148 c,1,,14.5176494,-0.193258,126.58855,-63.0179,4079.0,124.458,0.626,-0.619
eps CrB b,1,,239.3965057,26.8776171,43.6525,48.78301,4406.0,69.8683,1.073,-1.0415
TOI-1801 b,1,5.738,175.5755995,23.0270335,223.81459,73.83285,3863.0,30.6796,0.1677,-0.1677
55 Cnc f,1,,133.1468373,28.3298154,196.79526,37.69663,5172.0,12.5855,0.0124,-0.0123
HD 40307 b,1,,88.5172191,-60.0237289,268.81455,-30.34064,4956.0,12.9363,0.0047,-0.0046
HD 40307 d,1,,88.5172191,-60.0237289,268.81455,-30.34064,4956.0,12.9363,0.0047,-0.0046
HD 40307 g,1,,88.5172191,-60.0237289,268.81455,-30.34064,4956.0,12.9363,0.0047,-0.0046
KPS-1 b,1,346.4347,165.167198,64.9638452,140.12745,48.29956,5165.0,262.706,2.62,-2.57
TOI-677 b,1,392.83788,144.1193594,-50.4630933,274.33495,1.25835,6295.0,141.812,0.622,-0.617
HD 56414 b,1,,107.8436846,-68.8333403,279.8541,-23.40952,8500.0,272.217,2.207,-2.173
HD 99492 c,1,,171.689687,3.0071331,259.27385,58.5071,4929.0,18.2038,0.0581,-0.0577
HD 99492 b,1,,171.689687,3.0071331,259.27385,58.5071,4929.0,18.2038,0.0581,-0.0577
HD 190007 b,1,,300.6956339,3.3266992,44.30037,-14.22203,4610.0,12.7141,0.0101,-0.01
TOI-1853 b,1,73.2,211.4593468,16.9923703,6.26325,70.04109,4985.0,165.105,1.006,-0.994
HD 2952 b,1,,8.2938367,54.8948177,120.28313,-7.88298,4853.0,110.103,0.657,-0.649
HD 4732 b,1,,12.3085089,-24.1369079,113.38302,-86.96771,4898.0,54.7841,0.1708,-0.1708
HD 4732 c,1,,12.3085089,-24.1369079,113.38302,-86.96771,4898.0,54.7841,0.1708,-0.1708
75 Cet b,1,,38.0391598,-1.0350269,169.94418,-54.44177,4809.0,82.9613,0.72365,-0.72365
75 Cet c,1,,38.0391598,-1.0350269,169.94418,-54.44177,4809.0,82.9613,0.72365,-0.72365
81 Cet b,1,,39.4243555,-3.3963607,174.48697,-55.24995,4734.0,101.26,1.222,-1.222
eps Tau b,1,,67.1546573,19.1802782,177.59682,-19.92339,4877.0,47.52852,1.85235,-1.85235
HD 32518 b,1,,77.4037569,69.6391355,142.12315,17.12156,4580.0,122.115,0.306,-0.306
6 Lyn b,1,,97.6960311,58.1611753,156.97286,20.18918,4941.0,54.6599,0.2734,-0.2734
omi UMa b,1,,127.5649503,60.7177048,155.97706,35.42633,5075.0,54.9149,2.06076,-2.06076
4 UMa b,1,,130.0528099,64.3280504,151.35882,35.95654,4415.0,73.4603,1.18605,-1.18605
HD 81688 b,1,,142.1665753,45.6009241,174.22741,46.07492,4797.0,85.7183,0.78695,-0.78695
HD 104985 b,1,,181.3157854,76.9053359,126.32086,39.91754,4738.0,100.576,0.719,-0.719
24 Boo b,1,,217.1555242,49.8446488,90.16373,60.6447,4816.0,95.9863,0.63685,-0.63685
omi CrB b,1,,230.0350768,29.6160222,46.20945,57.3337,4769.0,84.7883,0.5533,-0.5533
ome Ser b,1,,237.5732422,2.196304,10.53785,40.50112,4724.0,76.7556,0.7949,-0.7949
HD 145457 b,1,,242.5162215,26.7429068,44.30174,46.03028,4757.0,135.292,0.4035,-0.4035
nu Oph c,1,,269.7566013,-9.7741342,18.16751,6.97417,4887.0,46.2107,1.73313,-1.73313
HD 167042 b,1,,272.6326268,54.2876184,82.549,27.54691,4919.0,49.6633,0.1348,-0.1348
HD 173416 b,1,,280.9005676,36.556857,65.74238,17.21933,4683.0,132.184,0.7355,-0.7355
xi Aql b,1,,298.5624491,8.4611051,47.81277,-9.85535,4841.0,56.1858,0.55975,-0.55975
18 Del b,1,,314.6078375,10.8391378,58.69121,-21.9748,4980.0,76.222,0.6217,-0.6217
HD 210702 b,1,,332.9638643,16.0404806,76.29345,-32.02111,4912.0,54.1963,0.2316,-0.2316
14 And b,1,,352.82415,39.2358367,106.41269,-21.05141,4888.0,75.4392,0.714,-0.714
V1298 Tau b,1,,61.331654,20.1570318,172.89486,-23.37696,,108.199,0.704,-0.696
V1298 Tau d,1,,61.331654,20.1570318,172.89486,-23.37696,,108.199,0.704,-0.696
TOI-1470 b,1,7.32,10.0891431,61.2133868,121.59773,-1.62965,3709.0,51.9503,0.0745,-0.0745
HD 112300 b,1,,193.8988441,3.3972376,305.50863,66.24818,3657.0,62.07324,3.39072,-3.39072
HAT-P-4 b,1,213.255,229.99122,36.229545,58.47975,57.3363,5860.0,320.451,2.852,-2.802
Kepler-18 c,1,17.3,298.0794448,44.746248,79.0074,8.92007,5345.0,433.047,3.204,-3.158
Kepler-18 d,1,16.4,298.0794448,44.746248,79.0074,8.92007,5345.0,433.047,3.204,-3.158
Kepler-18 b,1,6.9,298.0794448,44.746248,79.0074,8.92007,5345.0,433.047,3.204,-3.158
HD 27894 c,1,,65.1975693,-59.4096776,270.09987,-42.00943,,43.8214,0.0593,-0.0591
WASP-34 b,1,177.9848,165.3993679,-23.8609457,272.91855,32.53156,5700.0,132.096,0.857,-0.846
HAT-P-12 b,1,67.059,209.3886452,43.49331,87.99255,68.87632,4650.0,142.751,0.453,-0.45
WASP-5 b,1,502.15,359.3490277,-41.2772202,337.59323,-72.01819,5700.0,309.137,3.414,-3.341
Kepler-6 b,1,212.31044,296.8372475,48.2399695,81.6927,11.3594,5647.0,587.039,5.071,-4.986
WASP-36 b,1,750.39663,131.5803897,-8.0269855,234.38549,21.08881,5959.0,386.346,5.261,-5.123
Kepler-26 b,1,5.12,284.9410627,46.5664505,76.67999,17.99282,3914.0,335.307,3.0565,-3.0565
Kepler-26 c,1,6.2,284.9410627,46.5664505,76.67999,17.99282,3914.0,335.307,3.0565,-3.0565
GJ 436 b,1,22.1,175.5505363,26.7030669,210.55638,74.57238,,9.75321,0.00898,-0.00896
WASP-80 b,1,170.99254,303.1667996,-2.1444369,40.51938,-19.00928,4143.0,49.7876,0.11605,-0.11605
Kepler-19 c,1,13.1,290.4209694,37.8516556,70.10235,10.79684,5544.0,218.562,0.975,-0.966
Kepler-19 d,1,22.5,290.4209694,37.8516556,70.10235,10.79684,5544.0,218.562,0.975,-0.966
HAT-P-11 c,1,,297.7101763,48.0818635,81.83486,10.77239,4780.0,37.7647,0.0337,-0.0336
HAT-P-28 b,1,198.953,13.0009159,34.728402,123.06375,-28.1432,5680.0,401.319,5.542,-5.395
K2-266 d,1,8.9,157.9356855,0.9372782,245.04538,47.48286,4285.0,77.5586,0.3581,-0.3549
WASP-1 b,1,271.415,5.1669536,31.9899732,115.36606,-30.42933,,393.072,10.802,-10.249
Qatar-3 b,1,1369.8473,359.1519716,36.2129562,110.71755,-25.35493,6007.0,735.601,33.463,-30.723
WASP-60 b,1,174.8065,356.6667136,31.1559115,106.98514,-29.70224,5900.0,431.052,7.554,-7.303
Qatar-7 b,1,597.5204,358.5151344,37.0218242,110.38223,-24.44772,6387.0,705.981,26.066,-24.305
pi Men d,1,,84.2992798,-80.4646041,292.50808,-29.77608,5998.0,18.2702,0.0226,-0.0226
HD 105618 c,1,8419.59233,182.4021288,11.2115695,269.21713,71.29123,,70.0837,0.2478,-0.2462
HD 11343 c,1,,27.5271962,-54.4651633,285.47075,-60.62926,,155.121,0.638,-0.634
HIP 8541 b,1,2451.72833,27.5271962,-54.4651633,285.47075,-60.62926,,155.121,0.638,-0.634
HD 11506 b,1,1551.00263,28.2106607,-19.507396,187.75857,-73.99475,,51.261,0.1351,-0.1343
HD 125612 c,1,,215.2227183,-17.4818147,331.38949,40.39538,,57.6207,0.1644,-0.1635
HAT-P-7 b,1,584.8072,292.24719,47.9695429,80.03294,13.97537,6389.0,341.079,2.431,-2.397
HD 209458 b,1,232.0159,330.7950219,18.8842419,76.75338,-28.52705,6091.0,48.3016,0.124,-0.1234
HD 143361 b,1,,240.4588405,-44.4350575,334.96858,6.27404,5507.0,68.5146,0.2971,-0.2946
HAT-P-32 b,1,216.1244,31.0427614,46.6878512,135.69851,-14.37306,6001.0,289.205,5.355,-5.167
WASP-12 b,1,465.62095,97.636645,29.6722662,184.08312,8.93638,6360.0,427.246,6.068,-5.903
TOI-733 b,1,5.72,159.4093183,-40.888259,277.34362,15.24205,5585.0,75.2092,0.1764,-0.1756
TOI-2109 b,1,1595.4986,253.1862971,16.5799153,35.51789,33.53099,6540.0,262.041,2.753,-2.698
WASP-84 b,1,220.0,131.1069959,1.8598933,224.91107,25.83571,,100.588,0.489,-0.484
WASP-84 c,1,15.2,131.1069959,1.8598933,224.91107,25.83571,,100.588,0.489,-0.484
rho CrB b,1,,240.2600639,33.3001861,53.48367,48.92412,5817.0,17.4671,0.0241,-0.024
rho CrB c,1,,240.2600639,33.3001861,53.48367,48.92412,5817.0,17.4671,0.0241,-0.024
rho CrB d,1,,240.2600639,33.3001861,53.48367,48.92412,5817.0,17.4671,0.0241,-0.024
rho CrB e,1,,240.2600639,33.3001861,53.48367,48.92412,5817.0,17.4671,0.0241,-0.024
Kepler-32 c,1,158.9,297.8423073,46.5743595,80.53919,9.96232,3900.0,323.847,3.4025,-3.4025
L 98-59 b,1,0.4,124.5328604,-68.3144658,281.81705,-17.5933,3415.0,10.6194,0.0032,-0.0032
WASP-52 b,1,146.2,348.4947931,8.7610793,86.18537,-47.03849,5000.0,174.818,1.343,-1.323
WASP-7 b,1,305.1168,311.0427558,-39.2254856,2.822,-37.87718,6400.0,162.303,1.296,-1.276
HD 2685 b,1,371.8611,7.3289156,-76.304032,304.65803,-40.74999,6801.0,196.852,0.777,-0.771
GJ 849 b,1,,332.4229938,-4.6408317,55.89444,-45.40318,3467.0,8.80058,0.003615,-0.003615
TOI-481 b,1,486.2799,110.5126861,-57.384998,268.60754,-18.67478,5735.0,179.366,1.018,-1.007
TOI-125 c,1,6.63,23.5934253,-66.6763495,296.35814,-49.90031,5320.0,111.059,0.444,-0.44
WASP-193 b,1,44.17815,164.3491401,-29.9971229,275.36894,26.7008,6078.0,362.087,5.384,-5.232
TOI-1130 b,1,,286.3760037,-41.4376399,355.72868,-20.04121,4250.0,58.2609,0.17,-0.1691
TOI-125 b,1,9.5,23.5934253,-66.6763495,296.35814,-49.90031,5320.0,111.059,0.444,-0.44
HD 183579 b,1,19.7,293.2866147,-54.5327284,343.06161,-27.69962,5788.0,57.2651,0.1875,-0.1864
TOI-700 d,1,,97.0957165,-65.5786149,275.46822,-26.88106,3459.0,31.1265,0.0206,-0.0206
HATS-26 b,1,206.5895,144.9268593,-28.5856004,259.72931,17.78428,6071.0,861.843,25.218,-23.847
WASP-123 b,1,285.72917,289.4792124,-32.8601244,5.19559,-19.48704,5740.0,197.996,3.083,-2.993
TOI-125 d,1,13.6,23.5934253,-66.6763495,296.35814,-49.90031,5320.0,111.059,0.444,-0.44
TOI-1680 b,1,,292.313979,65.9738018,97.46768,20.91324,3225.0,37.2209,0.0617,-0.0614
TOI-2194 b,1,,299.1563393,-31.3351812,9.60421,-26.77237,4756.0,19.5711,0.0377,-0.0376
HD 113337 c,1,6299.67686,195.4438496,63.610328,121.00202,53.47917,,36.18,0.0565,-0.0563
WASP-57 b,1,204.68252,223.8199788,-2.0576866,353.50394,48.2726,5600.0,398.276,5.82,-5.657
TOI-700 c,1,,97.0957165,-65.5786149,275.46822,-26.88106,3459.0,31.1265,0.0206,-0.0206
TOI-139 b,1,,336.4024144,-34.9097131,9.7599,-57.9909,4570.0,42.4061,0.0764,-0.0762
HD 113337 b,1,,195.4438496,63.610328,121.00202,53.47917,,36.18,0.0565,-0.0563
GJ 849 c,1,,332.4229938,-4.6408317,55.89444,-45.40318,3467.0,8.80058,0.003615,-0.003615
TOI-712 d,1,,92.9361063,-65.8258386,275.57855,-28.60732,4622.0,58.6212,0.0797,-0.0795
TOI-700 e,1,,97.0957165,-65.5786149,275.46822,-26.88106,3459.0,31.1265,0.0206,-0.0206
TOI-1408 b,1,537.13001,313.5110469,72.5806455,107.27331,17.41208,6306.0,139.484,0.418,-0.417
WASP-100 b,1,400.4658,68.9598159,-64.027039,275.10711,-38.85259,6900.0,364.411,2.749,-2.709
TOI-1062 c,1,,38.1209678,-78.0236828,296.49611,-37.81231,5328.0,82.1733,0.1635,-0.1629
TOI-4600 b,1,959.84179,258.4503674,64.5661727,94.51584,34.73235,5170.0,216.056,1.17,-1.159
WASP-73 b,1,908.9938,319.9496969,-58.1489328,337.50306,-42.11036,6030.0,316.678,2.993,-2.938
HD 74698 b,1,,130.0744755,-71.8768726,286.03584,-17.86379,5783.0,52.0648,0.076,-0.0758
TOI-837 b,1,,157.0372806,-64.5052107,288.26426,-5.79499,6047.0,142.488,0.461,-0.458
HD 169830 b,1,,276.9561859,-29.8167919,3.68683,-8.4711,,37.6048,0.1484,-0.1473
HIP 19976 b,1,,64.2597881,-40.7985198,244.68607,-45.91141,,40.2707,0.0428,-0.0427
HD 167677 b,1,905.81096,274.2067844,-11.4067857,18.84069,2.35367,5474.0,54.3258,0.2769,-0.2741
HD 165131 b,1,5943.39121,271.3444007,-21.6737039,8.52065,-0.18908,5870.0,57.4263,0.2111,-0.2096
TOI-1634 b,1,7.57,56.3906096,37.1122803,157.38273,-13.8523,3472.0,35.2736,0.0527,-0.0526
TOI-1685 b,1,3.09,68.5939529,43.0370395,160.15868,-3.1561,3434.0,37.6153,0.0728,-0.0725
LHS 1815 b,1,1.58,91.0899861,-55.3115376,263.55608,-28.57122,3643.0,29.8424,0.0239,-0.0239
L 98-59 d,1,2.31,124.5328604,-68.3144658,281.81705,-17.5933,3412.0,10.6194,0.0032,-0.0032
HD 114082 b,1,2542.62726,197.3171237,-60.3084347,305.14033,2.48683,6651.0,95.3906,0.4518,-0.4476
HIP 54597 b,1,762.78818,167.6082179,-29.4143018,277.9167,28.50517,,39.7429,0.0664,-0.0663
GJ 1252 b,1,1.32,306.9286462,-56.4622865,341.21724,-35.49343,3458.0,20.373,0.0192,-0.0192
WASP-104 b,1,404.263,160.6023689,7.4350768,239.72025,53.63984,5475.0,185.932,1.48,-1.458
HD 189733 b,1,359.1479,300.1821223,22.7097759,60.96214,-3.92282,5052.0,19.7638,0.0128,-0.0127
HD 135625 b,1,731.00534,229.4511514,-45.9225871,327.81443,9.75878,,56.518,0.1166,-0.116
HD 185283 b,1,413.17693,295.3233609,-56.3221096,341.21374,-29.07595,,31.395,0.0545,-0.0542
HD 16905 b,1,3591.461,40.0136203,-61.3550396,282.47686,-51.24171,,39.7401,0.0452,-0.0452
HD 28254 b,1,1207.74795,66.2108141,-50.6228081,258.28249,-43.59053,,55.2884,0.0936,-0.0933
HD 100777 b,1,390.92894,173.9646303,-4.7555425,270.2851,53.25718,,49.5336,0.1459,-0.1451
HD 114783 c,1,603.87397,198.1818436,-2.2649921,313.66815,60.16222,,21.0628,0.0285,-0.0284
HD 196050 b,1,1493.79351,309.4637796,-60.6347649,335.91879,-36.35873,,50.6742,0.1021,-0.1017
GJ 832 b,1,314.65012,323.3912616,-49.0125169,349.16814,-46.34872,,4.96435,0.001065,-0.001065
HD 221420 b,1,6992.22495,353.3319001,-77.3853286,308.31538,-38.91481,,31.1415,0.0376,-0.0376
HIP 70849 b,1,1430.22783,217.3270762,-46.464684,319.96733,13.14448,,24.0572,0.02475,-0.02475
HIP 29442 b,1,9.6,93.0578446,-14.6493167,221.87205,-15.18304,5289.0,68.192,0.1772,-0.1763
TOI-332 b,1,57.2,348.0589516,-44.8764852,344.54521,-63.41106,5251.0,222.852,3.75,-3.629
GJ 9404 b,1,,184.8472095,28.3827126,201.04684,82.80097,,23.8839,0.0254,-0.0253
GJ 357 c,1,,144.0074644,-21.6650634,253.88843,22.08045,3505.0,9.44181,0.00511,-0.00511
WASP-180 A b,1,286.047,123.3922465,-1.9827874,224.44468,17.22912,6600.0,253.985,3.404,-3.316
HIP 38594 c,1,,118.5439118,-25.3023073,242.4005,1.29682,,17.7886,0.0095,-0.0095
TOI-700 b,1,,97.0957165,-65.5786149,275.46822,-26.88106,3459.0,31.1265,0.0206,-0.0206
TOI-712 c,1,,92.9361063,-65.8258386,275.57855,-28.60732,4622.0,58.6212,0.0797,-0.0795
TOI-4600 c,1,2946.26933,258.4503674,64.5661727,94.51584,34.73235,5170.0,216.056,1.17,-1.159
TOI-1052 b,1,16.9,337.5102738,-75.6465606,313.48326,-38.44079,6146.0,129.804,0.56,-0.555
TOI-712 b,1,,92.9361063,-65.8258386,275.57855,-28.60732,4622.0,58.6212,0.0797,-0.0795
TOI-1130 c,1,309.56642,286.3760037,-41.4376399,355.72868,-20.04121,4250.0,58.2609,0.17,-0.1691
TOI-220 b,1,13.8,91.7996988,-61.9972098,271.18492,-28.86577,5298.0,90.7402,0.1715,-0.1709
HD 207496 b,1,6.1,328.7181708,-77.3388025,313.77934,-35.79483,4819.0,23.606,0.0179,-0.0179
gam Cep b,1,,354.8358233,77.6331009,118.99221,15.31627,,14.1024,0.0989298,-0.0989298
HD 140901 b,1,,236.8689866,-37.9172333,337.16094,12.98895,,15.2528,0.0112,-0.0112
WASP-79 b,1,270.15415,66.3709016,-30.6004362,230.5419,-43.44491,6600.0,246.69,1.82,-1.794
TOI-1062 b,1,10.15,38.1209678,-78.0236828,296.49611,-37.81231,5328.0,82.1733,0.1635,-0.1629
TOI-1052 c,1,,337.5102738,-75.6465606,313.48326,-38.44079,6146.0,129.804,0.56,-0.555
TOI-4860 b,1,212.94503,183.563961,-13.1748411,289.14624,48.69912,3390.0,80.1423,0.6481,-0.6379
CoRoT-1 b,1,327.35,102.0798591,-3.1021394,215.33882,-2.10712,5950.0,787.909,23.491,-23.491
WASP-8 c,1,,359.9008737,-35.0313349,354.25134,-76.39546,,89.9606,0.3648,-0.3618
WASP-20 b,1,98.841,5.1605621,-23.9357894,55.91524,-82.35676,5940.0,211.877,,
WASP-133 b,1,368.6828,314.5754375,-35.7966224,7.63314,-40.25582,5700.0,559.084,16.967,-16.012
WASP-8 b,1,807.2882,359.9008737,-35.0313349,354.25134,-76.39546,5600.0,89.9606,0.3648,-0.3618
WASP-29 b,1,73.1009,357.8791976,-39.9071215,343.32023,-72.18128,4800.0,87.5953,0.3117,-0.3095
WASP-97 b,1,432.2488,24.6051389,-55.7720006,289.64107,-60.12739,5640.0,151.068,0.511,-0.507
GJ 143 b,1,22.7,51.7501882,-63.500166,279.23027,-45.82079,4640.0,16.32,0.0071,-0.0071
HD 21749 c,1,3.7,51.7501882,-63.500166,279.23027,-45.82079,4640.0,16.32,0.0071,-0.0071
WASP-18 c,1,55.2,24.3544618,-45.6777937,279.70959,-69.32147,6400.0,123.483,0.371,-0.369
HATS-49 b,1,112.19399,6.6135927,-56.3442798,309.95254,-60.44212,4405.0,324.413,2.387,-2.353
LTT 9779 b,1,29.32,358.6688767,-37.6282237,348.06502,-74.1011,5443.0,80.4373,0.3174,-0.315
TOI-178 b,1,1.5,7.3020115,-30.4541159,357.28914,-84.10376,4316.0,62.699,0.2074,-0.2061
TOI-178 c,1,4.77,7.3020115,-30.4541159,357.28914,-84.10376,4316.0,62.699,0.2074,-0.2061
TOI-178 d,1,3.01,7.3020115,-30.4541159,357.28914,-84.10376,4316.0,62.699,0.2074,-0.2061
TOI-178 e,1,3.86,7.3020115,-30.4541159,357.28914,-84.10376,4316.0,62.699,0.2074,-0.2061
TOI-178 f,1,7.72,7.3020115,-30.4541159,357.28914,-84.10376,4316.0,62.699,0.2074,-0.2061
TOI-178 g,1,3.94,7.3020115,-30.4541159,357.28914,-84.10376,4316.0,62.699,0.2074,-0.2061
NGTS-14 A b,1,29.24036,328.5174799,-38.3774193,4.48128,-51.45057,5187.0,322.148,3.632,-3.553
TOI-201 b,1,133.4886,87.4017825,-54.910423,262.84921,-30.62853,6394.0,113.825,0.347,-0.345
WASP-18 b,1,3241.84975,24.3544618,-45.6777937,279.70959,-69.32147,6432.0,123.483,0.371,-0.369
HD 152843 c,1,27.5,253.7848853,20.491524,40.17116,34.38475,6310.0,107.898,0.318,-0.316
TOI-270 b,1,1.58,68.4160804,-51.9573937,259.77379,-42.01396,3506.0,22.4793,0.01355,-0.01355
GJ 3090 b,1,3.34,20.4384281,-46.7147234,287.95198,-69.52189,3556.0,22.4751,0.02605,-0.02605
TOI-2525 b,1,26.69759,86.8509737,-60.5213081,269.36675,-31.18031,5096.0,395.398,2.253,-2.229
TOI-2525 c,1,208.81326,86.8509737,-60.5213081,269.36675,-31.18031,5096.0,395.398,2.253,-2.229
TOI-2364 b,1,71.51139,89.1300265,-5.0120298,211.15305,-14.49271,5306.0,219.614,1.715,-1.689
TOI-4308 b,1,,327.7530693,-43.5623642,356.41218,-50.30085,5243.0,108.932,0.642,-0.634
HIP 113103 b,1,,343.5723794,-43.0102291,351.44971,-61.47915,4930.0,46.2122,0.0864,-0.086
HIP 113103 c,1,,343.5723794,-43.0102291,351.44971,-61.47915,4930.0,46.2122,0.0864,-0.086
TOI-270 d,1,4.78,68.4160804,-51.9573937,259.77379,-42.01396,3506.0,22.4793,0.01355,-0.01355
TOI-2184 b,1,206.58846,100.8331246,-66.9476563,277.21786,-25.58787,5966.0,788.317,13.414,-12.98
K2-26 b,1,,94.2064312,24.5958335,187.22234,3.90125,3785.0,99.0504,0.5153,-0.5102
TOI-1246 d,1,5.3,251.1158702,70.4299917,102.34143,35.90788,5151.0,169.422,0.673,-0.669
HIP 41378 e,1,,126.6158279,10.0803708,214.5263,25.64577,6226.0,106.289,0.676,-0.668
Kepler-62 d,1,14.0,283.2125621,45.3496992,75.0375,18.69539,4925.0,300.874,1.219,-1.219
Kepler-62 c,1,4.0,283.2125621,45.3496992,75.0375,18.69539,4925.0,300.874,1.219,-1.219
Kepler-62 f,1,35.0,283.2125621,45.3496992,75.0375,18.69539,4925.0,300.874,1.219,-1.219
Kepler-11 c,1,2.9,297.1150949,41.9091092,76.1613,8.13328,5663.0,646.346,6.375,-6.375
Kepler-11 e,1,8.0,297.1150949,41.9091092,76.1613,8.13328,5663.0,646.346,6.375,-6.375
KOI-94 d,1,106.0,297.3330716,41.8911186,76.22605,7.98316,6182.0,477.052,5.0,-4.899
Kepler-26 d,1,,284.9410627,46.5664505,76.67999,17.99282,4486.0,335.307,3.0565,-3.0565
Kepler-249 d,1,,296.9853002,43.6586043,77.65836,9.07073,3568.0,190.401,1.2195,-1.2195
Kepler-205 b,1,,285.2866912,41.8609357,72.1976,16.03463,4321.0,159.72,0.348,-0.347
Kepler-158 c,1,,284.0323723,39.7815365,69.82072,16.12696,4623.0,315.177,2.111,-2.083
WASP-136 b,1,479.9233,0.325761,-8.9262512,87.52859,-68.28074,6260.0,275.587,4.606,-4.46
HD 120084 b,1,2034.1018,205.661989,78.0646376,119.56432,38.72676,4879.0,103.044,0.5175,-0.5175
HD 14067 b,1,4862.77463,34.293348,23.7676546,147.04613,-35.05762,4815.0,142.024,0.845,-0.835
TIC 279401253 b,1,1951.46642,57.6572277,-15.0262251,206.08078,-46.73229,5951.0,285.584,2.79,-2.738
TIC 279401253 c,1,,57.6572277,-15.0262251,206.08078,-46.73229,5951.0,285.584,2.79,-2.738
HD 219666 b,1,,349.5592665,-56.9039857,325.60907,-55.92883,5527.0,94.1719,0.2518,-0.2506
TOI-444 b,1,,64.1839982,-26.7664071,224.79281,-44.58147,5225.0,57.3973,0.0828,-0.0826
TOI-470 b,1,,94.0099043,-25.0314111,232.20234,-18.48101,5190.0,130.46,0.401,-0.398
HD 36384 b,1,,84.9319998,75.0439884,138.25643,21.70555,3940.0,209.309,3.553,-3.437
